timestamp, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W]
2026/01/19 20:01:51.980, 0 %, 3 %, 11449 MiB, 12288 MiB, 41, 12.56 W
2026/01/19 20:01:52.989, 0 %, 29 %, 11450 MiB, 12288 MiB, 41, 13.09 W
2026/01/19 20:01:53.997, 97 %, 76 %, 11480 MiB, 12288 MiB, 46, 22.89 W
2026/01/19 20:01:55.007, 86 %, 60 %, 11480 MiB, 12288 MiB, 50, 115.92 W
2026/01/19 20:01:56.043, 90 %, 44 %, 11479 MiB, 12288 MiB, 50, 120.76 W
2026/01/19 20:01:57.048, 90 %, 54 %, 11478 MiB, 12288 MiB, 51, 120.25 W
2026/01/19 20:01:58.055, 83 %, 65 %, 11478 MiB, 12288 MiB, 51, 120.46 W
2026/01/19 20:01:59.061, 83 %, 69 %, 11477 MiB, 12288 MiB, 51, 120.70 W
2026/01/19 20:02:00.068, 0 %, 0 %, 11476 MiB, 12288 MiB, 47, 70.98 W
2026/01/19 20:02:01.073, 0 %, 0 %, 11474 MiB, 12288 MiB, 46, 44.25 W
